ResponseId,Finished,Duration (in seconds),Status,SC0,gender,age,race,hispanic_origin,education,country_origin,region,politics,1_expert_trust,2_expert_trust,3_expert_trust,4_expert_trust,5_expert_trust,6_expert_trust,1_health_engagement,2_health_engagement,3_health_engagement,4_health_engagement,5_health_engagement,info_source,attention1,attention2,attention_meat_exp,attention_oil_inf,attention_meat_infl,attention_oil_exp,Q_RecaptchaScore,Q_DuplicateRespondent,complete,meat_exp_accurate,meat_exp_authentic,meat_exp_believable,dmy1_slp_accurate,dmy1_slp_authentic,dmy1_slp_believable,dmy2_wt_accurate,dmy2_wt_authentic,dmy2_wt_believable,oil_infl_accurate,post_oil_authentic,post_oil_believable,meat_infl_accurate,meat_infl_authentic,meat_infl_believable,oil_exp_accurate,oil_exp_authentic,oil_exp_believable,condition_sequence,order_pattern,post_meat_source,post_oil_source,keep_flag,expert_trust_index,health_engagement_index,meat_exp_cred,meat_infl_cred,meat_cred,oil_exp_cred,oil_infl_cred,oil_cred,age_group
R_1W111QCuy9sMq2d,1,16,0,0,2,18-24,1,1,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6vUeO2X6Tg4x4v7,1,26,0,0,1,18-24,1,1,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_59OaPL6Y155uygF,1,70,0,0,2,18-24,1,2,2,185,2,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7X0eCuw5E7DLuG4,1,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5kY3DvlaFbI3b3J,1,18,0,0,1,Under18,5,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5gjAt7r6is8siWX,1,29,0,0,2,Under18,1,1,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_6u2xRcUoUiTyCZj,1,61,0,0,2,35-44,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_6F3BUUilSN5mlKm,1,81,0,0,2,Under18,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_6ceLsLzXpftVpdv,1,33,0,0,2,55-64,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7SABzn7sanDCtbo,1,7,0,0,1,Under18,3,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5wEtRyt83gsTE0F,1,24,0,0,1,18-24,3,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6Ey86Wfq2Nv3wo9,1,219,0,3,1,Under18,1,2,2,1,2,4,5,6,6,4,6,5,6,6,6,6,6,"1,2,6",4,4,,,3,6,0.800000011920929,,1,,,,6,4,7,7,7,7,,,,7,7,7,7,7,7,influencer_meat_expert_oil,ftft,influencer,expert,0,5.4,6,,7,7,7,,7,55+
R_5gZBWuvMraKh3qg,1,206,0,2,2,Under18,1,2,2,1,1,2,1,2,2,1,3,1,2,1,4,4,2,5,4,1,,,1,2,1,,1,,,,2,3,4,2,3,5,,,,1,5,3,1,6,2,influencer_meat_expert_oil,ftft,influencer,expert,0,1.8,2.6,,3,3,3,,3,55+
R_6IW9UDyOaZXNtDE,1,196,0,0,1,25-34,1,2,3,1,2,6,5,5,4,5,6,6,6,5,7,6,5,"3,4",4,3,1,1,,,0.800000011920929,,1,5,6,6,5,6,5,5,5,6,3,6,5,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,5,5.8,5.66666666666667,,5.66666666666667,,4.66666666666667,4.66666666666667,18-34
R_6XZbOVfPvAGEDfP,1,213,0,0,2,Under18,1,2,2,1,4,3,5,5,6,4,4,4,4,6,6,5,6,"1,3,4,6",4,3,,,1,1,0.800000011920929,,1,,,,5,4,4,6,5,6,,,,3,2,2,5,4,4,influencer_meat_expert_oil,tfft,influencer,expert,1,4.8,5.4,,2.33333333333333,2.33333333333333,4.33333333333333,,4.33333333333333,55+
R_5TOwuN4piaJtxi9,1,210,0,2,2,25-34,2,2,2,1,3,4,5,5,5,5,5,5,7,7,6,6,6,1,4,3,3,3,,,0.5,,1,6,5,5,5,4,5,6,5,5,5,5,5,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,5,6.4,5.33333333333333,,5.33333333333333,,5,5,18-34
R_1fXrv0dPPnbopAB,1,266,0,0,2,45-54,2,2,4,1,3,,1,1,2,3,1,1,,,,,,,4,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,1.6,,,,,,,,35-54
R_7Lj84CXuMUM9yAe,1,18,0,0,1,Under18,2,2,1,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5wtASMYwehcI88t,1,219,0,0,1,45-54,2,2,5,1,3,6,7,7,7,7,5,7,7,7,6,7,7,"1,2,3,4,6,5",4,3,1,,,,0.899999976158142,,0,7,7,7,6,5,7,,,,,,,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,6.6,6.8,7,,7,,,,35-54
R_7CVwKgXR0Ld4l4n,1,184,0,0,1,45-54,,2,1,1,3,6,6,6,6,6,4,6,6,3,6,6,6,"1,3,4",4,3,,,,,0.800000011920929,,0,,,,7,6,7,,,,,,,,,,,,,influencer_meat_expert_oil,ftft,influencer,expert,0,5.6,5.4,,,,,,,35-54
R_5TLGymV3prlWvo3,1,223,0,0,2,18-24,4,2,4,1,2,4,4,6,5,6,4,7,7,7,7,6,7,"4,6",4,3,,,1,1,0.800000011920929,,1,,,,4,4,5,6,5,5,,,,4,4,4,4,5,5,influencer_meat_expert_oil,tfft,influencer,expert,1,5,6.8,,4,4,4.66666666666667,,4.66666666666667,18-34
R_1gZWG1IKRohgsKJ,1,194,0,2,1,25-34,1,2,3,1,1,5,6,4,6,3,6,4,5,4,6,5,2,"1,2,3",3,3,,,4,1,0.899999976158142,,1,,,,4,5,5,5,7,4,,,,3,5,3,2,7,4,influencer_meat_expert_oil,tfft,influencer,expert,0,5,4.4,,3.66666666666667,3.66666666666667,4.33333333333333,,4.33333333333333,18-34
R_6prp7HfYFVAu6Cx,1,247,0,0,2,45-54,2,2,4,1,3,,7,7,7,2,2,5,,,,,,,4,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,,,,,35-54
R_5JdZ9G0LbPh0kag,1,217,0,0,1,35-44,1,2,2,1,3,6,6,6,6,6,6,6,6,6,6,6,6,"1,2,4,6",4,3,1,1,,,0.899999976158142,,1,5,6,6,6,6,5,6,6,6,6,6,6,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,6,6,5.66666666666667,,5.66666666666667,,6,6,35-54
R_5Ja8O7upfRnJGCe,1,11,0,0,1,45-54,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_1qBccdJCB9AVc7n,1,210,0,1,1,Under18,1,2,5,1,4,1,7,7,6,7,6,7,7,7,7,6,6,"4,5",4,3,2,1,,,0.800000011920929,,1,7,6,7,7,7,6,7,7,7,7,7,7,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,6.6,6.6,6.66666666666667,,6.66666666666667,,7,7,55+
R_6FUJWPcCqFnyvJK,1,21,0,0,2,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_688GXsOi8Mr2Z45,1,293,0,0,2,18-24,1,2,3,1,1,5,6,6,7,7,7,5,6,6,6,6,7,"4,6",4,3,,,1,1,0.800000011920929,,1,,,,4,4,3,7,5,7,,,,3,1,3,6,7,5,influencer_meat_expert_oil,ftft,influencer,expert,1,6.6,6.2,,2.33333333333333,2.33333333333333,6,,6,18-34
R_7qDIVRc9TOdDZND,1,653,0,0,1,18-24,,2,4,1,3,,4,4,6,,3,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,4.25,,,,,,,,18-34
R_5rhVqlZBtMSyaaE,1,304,0,0,2,35-44,1,2,4,1,2,4,7,7,7,7,7,7,6,5,7,7,7,"1,3,4",4,3,1,1,,,0.800000011920929,,1,4,4,4,6,7,5,7,7,7,4,4,4,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,7,6.4,4,,4,,4,4,35-54
R_5zWLsdVYYEYjdKh,1,307,0,2,1,25-34,1,2,4,1,2,7,3,4,4,5,3,3,4,3,3,4,4,4,4,4,,,5,1,0.899999976158142,,1,,,,4,4,4,5,7,7,,,,4,4,4,4,4,4,influencer_meat_expert_oil,tfft,influencer,expert,0,3.8,3.6,,4,4,4,,4,18-34
R_6b49R60WHETy7hf,1,43,0,0,2,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6lMHPLvXn8Ldlip,1,791,0,0,1,25-34,2,2,4,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6nMQWsguTDgMHap,1,351,0,0,2,45-54,1,2,2,1,3,4,5,4,4,5,4,4,5,6,5,6,5,"1,2",4,3,1,1,,,0.800000011920929,,1,7,5,7,4,4,5,7,6,7,4,3,2,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,4.4,5.4,6.33333333333333,,6.33333333333333,,3,3,35-54
R_7ffaYeyQ0Z91U3x,1,325,0,1,1,25-34,1,2,2,1,1,1,4,4,7,4,7,7,7,7,7,7,4,"3,4,5",4,3,1,2,,,1,,1,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,5.2,6.4,7,,7,,7,7,18-34
R_52CVvthWeQ4Ngo4,1,386,0,0,2,45-54,1,2,4,1,2,6,5,3,6,4,1,5,2,5,2,5,5,1,4,3,1,1,,,0.800000011920929,,1,5,5,5,5,5,6,6,5,6,4,5,5,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,3.8,3.8,5,,5,,4.66666666666667,4.66666666666667,35-54
R_78NHe654yykIu3U,1,296,0,1,1,55-64,1,2,4,1,1,1,6,7,7,3,4,5,7,7,6,6,6,"1,2",4,3,,,1,2,0.899999976158142,,1,,,,4,5,5,6,6,6,,,,6,6,6,6,6,6,influencer_meat_expert_oil,tfft,influencer,expert,1,5.4,6.4,,6,6,6,,6,55+
R_55tPOSZCbMRAnO1,1,387,0,0,2,35-44,1,2,3,1,2,7,6,6,6,5,3,6,5,3,5,3,5,"1,3,4,6",4,3,1,1,,,1,,1,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,5.2,4.2,7,,7,,7,7,35-54
R_6MEhlwzgKuNObus,1,415,0,0,2,35-44,1,2,2,1,1,4,6,5,7,4,2,7,5,5,5,5,5,"1,2",4,3,1,1,,,0.800000011920929,,1,5,4,6,5,4,5,6,4,6,5,5,6,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,4.8,5,5,,5,,5.33333333333333,5.33333333333333,35-54
R_7FP2ZFSGPQWFdFq,1,307,0,2,1,45-54,1,2,4,1,1,3,5,4,7,4,6,5,3,3,3,4,5,"1,6",4,3,4,3,,,0.400000005960465,,1,3,5,6,3,4,5,6,6,5,3,5,7,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,5.2,3.6,4.66666666666667,,4.66666666666667,,5,5,35-54
R_5roObzzHVDSNfYl,1,419,0,0,2,35-44,1,2,2,1,3,4,5,5,6,4,4,5,6,6,6,5,5,"1,2,6",4,3,,,1,1,0.800000011920929,,1,,,,6,6,6,6,6,6,,,,4,4,3,6,6,6,influencer_meat_expert_oil,ftft,influencer,expert,1,4.8,5.6,,3.66666666666667,3.66666666666667,6,,6,35-54
R_6rjw9Bq5pQhVave,1,103,0,0,2,18-24,3,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5bOBvFHXaGIXgrv,1,435,0,0,1,25-34,1,2,5,1,3,2,4,7,5,6,6,7,7,6,7,7,6,"1,2,3,4,6,5",4,3,1,1,,,1,,1,3,3,2,6,6,6,7,6,6,6,7,6,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,5.6,6.6,2.66666666666667,,2.66666666666667,,6.33333333333333,6.33333333333333,18-34
R_5nIsE4FrP1oGo3E,1,458,0,0,2,25-34,1,2,3,1,3,4,6,5,6,5,2,6,6,6,6,5,6,1,4,3,1,,,,0.800000011920929,,0,3,2,1,6,6,6,,,,,,,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,4.8,5.8,2,,2,,,,18-34
R_1MLQoHSSz8yL6Br,1,368,0,0,1,55-64,1,2,4,1,4,5,7,6,6,6,7,7,5,6,5,5,7,"2,3,4,6",4,3,,,1,1,0.899999976158142,,1,,,,6,6,6,7,7,7,,,,4,6,6,7,7,7,influencer_meat_expert_oil,tfft,influencer,expert,1,6.4,5.6,,5.33333333333333,5.33333333333333,7,,7,55+
R_5EbwFlN3QhKvpeU,1,457,0,0,2,55-64,1,2,3,1,3,4,4,5,6,5,3,4,6,6,5,5,6,"1,5,8",4,3,,,1,1,0.800000011920929,,1,,,,5,4,5,6,6,6,,,,2,1,2,4,4,5,influencer_meat_expert_oil,ftft,influencer,expert,1,4.6,5.6,,1.66666666666667,1.66666666666667,4.33333333333333,,4.33333333333333,55+
R_69uadi8R6w9tL8Z,1,199,0,0,2,55-64,1,2,5,1,3,2,6,6,7,5,2,6,3,3,5,5,3,"1,3,4",4,3,,,,,1,,0,,,,,,,,,,,,,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,5.2,3.8,,,,,,,55+
R_5Q6bNhNSfnPENZT,1,455,0,0,2,25-34,1,2,2,1,1,4,5,5,6,6,2,7,1,2,2,5,5,"1,3,6",4,3,,,1,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,influencer_meat_expert_oil,tfft,influencer,expert,0,4.8,3,,,,,,,18-34
R_57Aj5UpSR4lnKqR,1,471,0,1,1,25-34,1,2,3,1,4,4,5,4,5,4,3,5,6,5,6,6,6,"3,4",4,3,2,,,,0.899999976158142,,0,6,6,6,6,6,5,,,,,,,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,4.2,5.8,6,,6,,,,18-34
R_5qedY0HApvwH9mh,1,482,0,0,2,45-54,1,2,3,1,1,7,5,5,7,6,4,7,6,5,7,6,6,"1,3,4,8",4,3,,,1,1,0.800000011920929,,1,,,,6,6,6,4,4,4,,,,5,5,6,4,5,5,influencer_meat_expert_oil,tfft,influencer,expert,1,5.4,6,,5.33333333333333,5.33333333333333,4.66666666666667,,4.66666666666667,35-54
R_52S3PueOLxMhJEm,1,509,0,0,2,45-54,1,2,2,1,4,1,7,7,7,4,7,7,7,7,7,7,7,"1,4,6,5",4,3,,,1,1,0.899999976158142,,1,,,,7,7,7,7,7,7,,,,7,7,7,7,7,7,influencer_meat_expert_oil,tfft,influencer,expert,1,6.4,7,,7,7,7,,7,35-54
R_6dl6y18T8x9qqRP,1,351,0,0,1,18-24,1,2,2,1,3,5,7,7,7,7,6,6,7,7,7,7,7,"1,2,3,4,6,5",4,3,,,1,1,0.800000011920929,,1,,,,7,5,6,5,5,6,,,,7,7,7,6,6,6,influencer_meat_expert_oil,ftft,influencer,expert,1,6.8,7,,7,7,6,,6,18-34
R_5iwF0aP7PoOYKD1,1,515,0,0,2,45-54,1,2,1,1,3,7,7,7,7,7,1,5,7,7,1,1,7,1,4,3,1,1,,,0.800000011920929,,1,7,7,7,4,4,4,7,7,7,4,4,4,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,5.8,4.6,7,,7,,4,4,35-54
R_6iBx1FcmLnJ8rnz,1,546,0,0,1,55-64,1,2,4,1,3,5,6,7,6,5,2,5,5,5,4,5,6,"1,3",4,3,,,1,1,1,,1,,,,5,4,5,6,5,6,,,,5,5,5,4,5,3,influencer_meat_expert_oil,ftft,influencer,expert,1,5.2,5,,5,5,4,,4,55+
R_5DhymXOi5w05EtL,1,634,0,2,2,35-44,1,2,2,1,4,6,1,5,7,3,6,1,3,6,4,4,6,"1,3,4,6",4,3,,,3,2,0.800000011920929,,1,,,,4,5,5,6,6,7,,,,5,4,7,5,5,1,influencer_meat_expert_oil,ftft,influencer,expert,1,4.4,4.6,,5.33333333333333,5.33333333333333,3.66666666666667,,3.66666666666667,35-54
R_5NMg8wtv0VwoiM9,1,680,0,0,2,45-54,1,2,4,1,3,7,5,5,3,5,3,5,5,6,5,6,6,"1,2,6",4,3,1,1,,,0.200000002980232,,1,5,5,5,5,5,6,7,7,7,5,5,5,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,0,4.2,5.6,5,,5,,5,5,35-54
R_3M9hcKTP8eFjgzv,1,72,0,0,1,55-64,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_54epxuYdmpD6rs5,1,764,0,0,2,35-44,1,2,2,1,4,6,5,5,6,4,3,6,6,5,5,5,7,"1,2,3,6",4,3,,,1,1,0.800000011920929,,1,,,,6,4,6,6,6,6,,,,2,3,4,5,5,5,influencer_meat_expert_oil,tfft,influencer,expert,1,4.6,5.6,,3,3,5,,5,35-54
R_5sdHnPW4ILeNF2I,1,471,0,0,1,55-64,4,2,4,1,3,4,5,5,5,5,3,5,5,6,5,5,5,"1,2,3",4,3,,,1,1,0.899999976158142,,1,,,,4,4,4,7,7,7,,,,4,4,4,7,7,7,influencer_meat_expert_oil,ftft,influencer,expert,1,4.6,5.2,,4,4,7,,7,55+
R_55qLs90Fd9DJOtr,1,47,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7L23wxVFCdiPjBT,1,757,0,0,2,45-54,1,2,2,1,1,6,6,6,6,5,4,6,4,6,5,4,4,"3,4",4,3,1,1,,,1,,1,2,2,2,6,4,5,6,4,6,2,2,2,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,5.4,4.6,2,,2,,2,2,35-54
R_72v1Tx4Vj1cvbDb,1,820,0,1,1,Under18,1,2,4,1,1,1,4,5,5,6,6,4,5,4,5,5,4,4,4,3,,,2,1,1,,1,,,,2,2,3,6,3,4,,,,5,5,6,6,6,4,influencer_meat_expert_oil,ftft,influencer,expert,1,5.2,4.6,,5.33333333333333,5.33333333333333,5.33333333333333,,5.33333333333333,55+
R_57g3Qy7qz9TP2L3,1,907,0,1,1,35-44,1,2,2,1,4,4,1,7,7,7,6,7,6,6,7,7,7,"1,2,3,4,6",4,1,,,1,1,0.899999976158142,,1,,,,7,6,7,7,7,6,,,,7,6,7,5,7,7,influencer_meat_expert_oil,tfft,influencer,expert,0,5.6,6.6,,6.66666666666667,6.66666666666667,6.33333333333333,,6.33333333333333,35-54
R_7qULPirNE3bEl3S,1,14,0,0,2,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7rdlSzcvLPqXmxg,1,862,0,0,1,18-24,1,2,4,1,1,2,6,6,7,6,6,7,7,7,7,6,6,"1,2,3,4,6",4,3,1,1,,,0.899999976158142,,1,6,5,4,7,7,7,7,5,6,6,5,7,,,,,,,expert_meat_influencer_oil,ftft,expert,influencer,1,6.2,6.6,5,,5,,6,6,18-34
R_524MOCwKb7aZ01E,1,989,0,1,1,55-64,1,2,3,1,3,6,5,4,5,7,2,6,6,5,5,6,6,"1,2",4,5,1,1,,,0.800000011920929,,1,5,5,6,1,1,1,5,3,5,3,2,2,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,0,4.6,5.6,5.33333333333333,,5.33333333333333,,2.33333333333333,2.33333333333333,55+
R_31z7X6MsuCghndz,1,41,0,0,1,55-64,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_6PBrDs3NvgO5TBS,1,1059,0,0,2,45-54,1,2,3,1,3,5,7,4,6,6,5,7,6,6,7,6,4,"1,3,4,6",4,3,,,1,1,0.800000011920929,,1,,,,3,4,3,5,5,6,,,,4,5,4,5,4,6,influencer_meat_expert_oil,tfft,influencer,expert,1,5.6,5.8,,4.33333333333333,4.33333333333333,5,,5,35-54
R_5LCViFVKdpX7reF,1,1016,0,0,2,55-64,1,2,3,1,1,3,5,7,6,5,2,6,6,6,6,6,6,"1,6",4,3,1,1,,,1,,1,6,6,6,5,5,5,5,5,5,4,4,4,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,5,6,6,,6,,4,4,55+
R_6Nlg8ljPEyGxbIo,1,24,0,0,1,45-54,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_7GoYOivMjiXj4Uo,1,62,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7s0yzWzA9uKtbN0,1,29,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3EMgdMHTEyEagff,1,195,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6QIrVrq4IpYPwxb,1,2222,0,0,2,18-24,1,2,1,1,3,4,6,5,5,6,6,7,6,5,5,6,6,1,4,3,1,1,,,1,,1,3,5,4,6,7,5,6,6,6,5,4,3,,,,,,,expert_meat_influencer_oil,tfft,expert,influencer,1,5.6,5.6,4,,4,,4,4,18-34
R_6VQEBrc2Sma54NG,1,13,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5yrrHIQ8Mk9YQq4,1,115,0,0,1,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7Pn9oU0U1uExWUi,1,5990,0,0,1,18-24,1,2,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3R6WMSKJsZhDUB3,1,3321,0,0,2,35-44,1,2,2,1,3,4,5,7,7,7,4,6,5,5,4,5,4,"1,3",4,3,,,1,1,0.800000011920929,,1,,,,7,5,7,7,7,7,,,,4,4,4,4,4,4,influencer_meat_expert_oil,ftft,influencer,expert,1,6,4.6,,4,4,4,,4,35-54
R_6Siv0x59hUQCgXf,1,50,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3oH7h7hY21zTFcJ,1,28,0,0,1,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_1J33j8qInUwESdj,1,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7PeptHqtIj1iyW4,1,28,0,0,1,55-64,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_5xevZ4QnIPNGupH,1,30,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5rVfqGbzpvjsjfy,1,93,0,0,2,35-44,3,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,35-54
R_3av43jOspJd2nsd,1,21,0,0,2,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_1VeQS1G6Fak3Y1X,1,73,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5QW4WSyJksKtjKy,1,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_1p9HWy08u5dWfip,1,10,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_7WZP3Cl15D6IPwB,1,21,0,0,1,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_1sbrxbhbUZSn7eM,1,25,0,0,1,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_3fsaJ3Ec3chNd2p,1,172,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.699999988079071,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_3IHjAZOGC2OAM8L,1,17,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,0.899999976158142,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_5EgyeY0BMPIM9zW,1,20,0,0,1,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_3Fh8QR8ArkGDpY7,1,23,0,0,1,Under18,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_65FrHh7Po82vuhP,1,32,0,0,1,18-24,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,18-34
R_6GQtVE7ymftUfa9,1,41,0,0,1,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7nu9DZXlGtrgR0C,1,30,0,0,1,Under18,2,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
R_7kz2IfGAZUdGURr,1,27,0,0,1,55-64,2,,,,,,,,,,,,,,,,,,,,,,,,0.699999988079071,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,55+
